account_id,contact_id,insurance_type
90281580,23485681,Health Insurance
40606311,1528611,Car Insurance
63856762,71756084,House Insurance
54792421,28179841,House Insurance
54057699,77351908,Health Insurance
89973036,95771234,Car Insurance
15585027,45044721,House Insurance
41262985,48320095,House Insurance
57989446,24058465,House Insurance
17935088,14632426,Health Insurance
89840611,32925432,House Insurance
5028646,72432230,House Insurance
94763319,88902496,Car Insurance
57901411,84020005,Car Insurance
75512706,64497964,Health Insurance
13813326,38367087,Health Insurance
38755373,16298957,House Insurance
43312622,44490269,House Insurance
4325462,76073994,Car Insurance
90620823,19283058,House Insurance
54012805,20696046,House Insurance
96514527,74546827,House Insurance
83313517,90966021,Health Insurance
64941216,25340275,Car Insurance
25353508,871449,Car Insurance
26063429,3739596,House Insurance
33062186,98078857,Health Insurance
42395985,27762157,Car Insurance
58128313,10728485,Car Insurance
46132802,12896996,Car Insurance
46469992,45422644,House Insurance
99126764,52513119,House Insurance
61962049,74092712,House Insurance
3666908,57697491,House Insurance
39725542,43374771,Health Insurance
89347637,16972700,House Insurance
35346824,64046535,Car Insurance
2105738,64527674,House Insurance
38907174,70042945,Car Insurance
75624888,94066027,House Insurance
20038517,23575448,House Insurance
18470647,87214086,Car Insurance
19129672,41249460,Car Insurance
79122774,9243318,Car Insurance
7054669,46959694,Health Insurance
63104340,76810078,Car Insurance
35345506,45560658,House Insurance
23747434,42782588,Health Insurance
96792892,73744348,Car Insurance
88245446,34991125,House Insurance
26925042,94203594,Car Insurance
86793202,75297434,House Insurance
8927051,76561124,Car Insurance
56386063,85006972,Health Insurance
99564641,74141998,House Insurance
18058000,61044350,House Insurance
21061092,49825975,Health Insurance
48684532,45356049,Car Insurance
32233967,68633557,Car Insurance
56036208,3924121,Car Insurance
94030736,39158541,Car Insurance
9354775,11337128,Health Insurance
82157899,30434143,House Insurance
19912213,32386818,Car Insurance
51922178,17007888,House Insurance
35722166,5611577,Health Insurance
68769119,74783322,Car Insurance
87041730,2430868,Health Insurance
81510671,76616701,Car Insurance
80216315,45601564,Health Insurance
92985292,11313207,Car Insurance
82287895,84974370,Health Insurance
60249920,39820717,Health Insurance
43146598,42251194,House Insurance
12799356,3391353,House Insurance
93696609,24821267,Car Insurance
54825263,46385340,Car Insurance
89332653,8010069,House Insurance
17116193,26553983,Health Insurance
63724977,99987686,Car Insurance
84651372,95879108,Car Insurance
96084127,47763940,House Insurance
20061662,99809610,Health Insurance
84413140,33330315,Car Insurance
13539149,52225846,House Insurance
35730626,11093406,Car Insurance
86980721,89213831,Car Insurance
38428165,86042021,House Insurance
82780043,75743615,House Insurance
41920256,92774428,House Insurance
7477057,20908657,House Insurance
20498679,1486661,Health Insurance
26012934,42599528,Health Insurance
16267524,6639843,House Insurance
94408843,97242302,Car Insurance
52795785,23092940,Car Insurance
39358879,5256039,Health Insurance
17068111,30781369,Car Insurance
44054203,60598011,House Insurance
77861670,43436833,Car Insurance
48940158,90891751,Health Insurance
15362322,44944145,Car Insurance
25634354,47331621,House Insurance
60449450,58024404,House Insurance
48005742,76326474,Car Insurance
80982131,40498348,Car Insurance
99645133,99781806,Health Insurance
2474581,7722183,Health Insurance
55556576,94477359,Health Insurance
16035173,8674764,House Insurance
42553657,50090202,Car Insurance
15530891,61783653,Health Insurance
32074203,87015219,Car Insurance
46338370,93866523,House Insurance
37871772,2385762,House Insurance
2931934,27906090,Car Insurance
74755463,60610009,House Insurance
80952242,78876172,Car Insurance
85740139,98980260,Car Insurance
43987714,47776847,Car Insurance
16122587,74916090,Health Insurance
73392780,62654309,Health Insurance
47271022,26390651,House Insurance
37703716,47855488,Health Insurance
35779528,24605502,House Insurance
31835874,23955527,House Insurance
25907216,91847141,Health Insurance
97457738,30772112,House Insurance
73634583,23759202,House Insurance
74705384,21157583,Car Insurance
18503325,60908659,Health Insurance
79365200,60101643,Health Insurance
86654877,9948507,Car Insurance
11533757,92427066,Car Insurance
19108209,22119093,Health Insurance
83395041,42517362,House Insurance
92301079,74416398,Car Insurance
13232060,37006630,Health Insurance
34588512,32528568,House Insurance
10662249,74645992,Health Insurance
39373272,2138284,Car Insurance
98381577,57111779,Health Insurance
62662670,29482805,Car Insurance
93738773,86022198,House Insurance
33437717,1925089,Car Insurance
76004311,51702689,Health Insurance
88302871,85397005,Health Insurance
42384332,86110143,Car Insurance
34563002,35150511,Health Insurance
69160514,304894,House Insurance
22642509,95433072,Health Insurance
96634760,93140747,Car Insurance
66496395,14658842,Health Insurance
62550683,82474761,House Insurance
25222952,96931870,Car Insurance
49052762,47051686,House Insurance
57082147,2979337,House Insurance
51653980,86561054,Car Insurance
65517364,29390315,Health Insurance
67127995,29051628,Car Insurance
78463357,27800657,House Insurance
8788324,96724246,Car Insurance
54028119,1180507,Car Insurance
21920888,79534440,House Insurance
52583666,89700497,Car Insurance
30459923,60597967,House Insurance
97370067,29546933,Car Insurance
52503495,49084105,Car Insurance
43981610,70930421,House Insurance
23980157,85386626,Car Insurance
80027520,43984589,House Insurance
77921518,69601426,Car Insurance
28477499,97469606,Health Insurance
27377044,90660197,House Insurance
6392221,20248068,Health Insurance
77536809,34301471,Health Insurance
24658817,79943094,House Insurance
72730494,77881133,House Insurance
65097516,11019836,Health Insurance
26906156,47770417,House Insurance
12522910,2706081,House Insurance
62863099,49604031,Health Insurance
13073541,97050633,Health Insurance
994031,79094146,Car Insurance
33162269,11629307,Health Insurance
276077,12063701,House Insurance
17636085,70884625,Car Insurance
21858380,11893906,Health Insurance
13754126,39480145,Health Insurance
88538433,63114461,Car Insurance
89965891,4797348,Car Insurance
79151438,99735739,House Insurance
8982458,31363040,Health Insurance
75316379,2903374,Car Insurance
81223664,94145686,Car Insurance
64953326,19405922,Car Insurance
43250431,19308365,House Insurance
74044793,94109495,House Insurance
4849699,39525815,House Insurance
70042760,8198550,House Insurance
28322968,41153106,Car Insurance
65028272,41509498,Health Insurance
48624190,39514355,Car Insurance
29906774,17709057,Car Insurance
57792992,52573977,Health Insurance
99397885,71003939,Health Insurance
25652507,96273165,Health Insurance
46448524,67761586,Car Insurance
63836392,49244296,House Insurance
11856492,64482845,Health Insurance
48010502,36083547,Health Insurance
14516470,2932948,Car Insurance
99231924,90348157,House Insurance
34087038,12905254,Car Insurance
17141543,75995375,House Insurance
56634468,49895333,Car Insurance
90848595,39131646,House Insurance
55633148,69689353,Health Insurance
18324270,29243154,Health Insurance
87909507,78398025,Health Insurance
7583950,80380035,Car Insurance
6346656,85615471,Car Insurance
4163201,33072106,House Insurance
30229941,84451108,House Insurance
97785374,37441808,Health Insurance
84689747,71722316,Car Insurance
87497091,51702689,Car Insurance
15375986,2977455,House Insurance
43255155,12156155,Car Insurance
35892056,63963514,House Insurance
98316738,23355019,Car Insurance
72198257,27460985,Car Insurance
88306854,62470011,Car Insurance
50119164,58011930,Car Insurance
36710294,99687695,House Insurance
45959333,61803985,Health Insurance
19643643,87081639,House Insurance
57203350,39115831,Car Insurance
82572055,27086810,Health Insurance
74564878,59954587,House Insurance
90668504,40353326,Health Insurance
21729668,31114528,House Insurance
66141024,83875172,Car Insurance
46991147,55760496,House Insurance
65137849,61780293,Car Insurance
60172062,50413297,Car Insurance
27314063,8556690,House Insurance
83496242,12241567,Health Insurance
10641140,40441935,Car Insurance
52427725,53150242,House Insurance
67899139,88918278,Car Insurance
31107787,92675084,House Insurance
93026581,78241897,House Insurance
50959774,41090846,House Insurance
62030358,50392039,Car Insurance
46600881,93099141,House Insurance
44934266,20263821,House Insurance
71436647,92616369,Car Insurance
80922212,60420522,Health Insurance
55056596,21063123,Car Insurance
8408381,47407730,Health Insurance
60310156,73884171,House Insurance
54396449,1397769,House Insurance
95261657,76900561,Health Insurance
19998468,99727868,Health Insurance
568255,88717803,Car Insurance
9265196,28111090,Car Insurance
4514415,55598659,Car Insurance
28538496,26625496,House Insurance
32681610,8739327,Car Insurance
26802407,84136818,House Insurance
13246314,15461960,Car Insurance
9447367,12788952,House Insurance
90931240,51000116,Car Insurance
10383788,38826004,Health Insurance
14692900,6279129,Car Insurance
39526669,44512989,Car Insurance
46090695,23456802,House Insurance
7757310,52452885,House Insurance
75031291,82546224,Car Insurance
76618142,52836919,House Insurance
77479362,3540019,House Insurance
22934800,38947081,Health Insurance
74649991,70362309,Car Insurance
55320894,3728843,House Insurance
30680714,2763003,Car Insurance
60774638,88390867,Health Insurance
57857284,71388877,House Insurance
5659620,74543737,Car Insurance
87390621,90088236,Car Insurance
44004609,37533972,Health Insurance
31993120,73134390,Health Insurance
63642173,90919619,Health Insurance
24217918,71769813,House Insurance
882339,24315091,House Insurance
45737889,21609672,Car Insurance
1478626,97490602,Health Insurance
18120477,77729527,House Insurance
57713165,46561720,Car Insurance
7175017,57053819,Health Insurance
95433879,3650276,Car Insurance
59974406,18175535,House Insurance
57238792,30942455,House Insurance
92835395,64064951,Car Insurance
90153136,35913916,House Insurance
78098980,97924337,Car Insurance
35679124,37076380,Health Insurance
68790541,1537335,Health Insurance
20502186,60819850,Car Insurance
56574949,59484587,Health Insurance
24173831,55654388,House Insurance
76848091,98799600,Health Insurance
54786357,48115735,Car Insurance
11132155,12944856,House Insurance
2315407,41831712,Car Insurance
61897789,2186718,House Insurance
34658377,57009446,House Insurance
67441623,82727698,House Insurance
35842501,9075557,Health Insurance
29787896,9660859,Car Insurance
80976685,83985755,Car Insurance
92415314,80289404,Health Insurance
51664602,71495064,House Insurance
59625883,77716991,Car Insurance
43300356,11917736,House Insurance
70943293,41106833,Health Insurance
91849385,44414712,House Insurance
67458172,49463890,Car Insurance
4495111,84588707,Health Insurance
94029067,70359304,Car Insurance
46265042,21245846,Health Insurance
68029661,25146717,Car Insurance
78037396,78280983,Health Insurance
51082576,11845210,Health Insurance
59340038,18390346,Car Insurance
31504879,40250535,Car Insurance
98838202,42635754,Health Insurance
4915709,31368956,Health Insurance
98699250,13218843,Car Insurance
78331136,28858963,Car Insurance
12817823,99104950,Health Insurance
88013419,17303150,House Insurance
35628490,19388474,House Insurance
16530940,69859525,Car Insurance
2280545,91216972,House Insurance
48530885,50120505,House Insurance
21812863,89754443,House Insurance
91097837,71726400,House Insurance
659841,19200237,Car Insurance
67209629,96754172,Health Insurance
45884168,83715428,Car Insurance
61356583,88264289,Car Insurance
46999233,35646202,Health Insurance
38257699,35024390,House Insurance
43866781,60049982,Health Insurance
63902353,81053338,Health Insurance
50802459,30980626,Car Insurance
87696494,43063445,Health Insurance
86128518,71642058,Car Insurance
37298108,80531685,House Insurance
50876110,70046795,Health Insurance
89229278,29335813,Car Insurance
8427220,60074216,Health Insurance
49060719,20903621,Health Insurance
43784090,73981860,Health Insurance
90262970,62918270,Car Insurance
96675340,31840452,Car Insurance
84558681,96845873,Car Insurance
89250242,57015014,Health Insurance
3895368,99879172,House Insurance
12320697,66612317,House Insurance
37251075,91674191,Car Insurance
39930101,29665243,Car Insurance
76610207,19189194,Health Insurance
60697097,51033301,House Insurance
71890565,67813736,Health Insurance
9008090,42816181,Health Insurance
5019403,62020112,House Insurance
57841084,37945200,Health Insurance
42035339,65700223,Car Insurance
31233291,21327237,House Insurance
26045187,12125432,Health Insurance
35896678,45589695,Car Insurance
95969445,34302381,House Insurance
62721112,19333084,House Insurance
38114263,98658274,Car Insurance
18725087,6513305,Car Insurance
62497671,35385181,Car Insurance
49688551,95166155,Car Insurance
19103193,31310726,Health Insurance
73261300,69006037,Car Insurance
90703954,40847158,Car Insurance
56870325,57513781,Car Insurance
18797898,68544641,Health Insurance
73301009,47579005,Car Insurance
18465816,44468995,House Insurance
38856855,13849985,Car Insurance
23715891,81233045,Car Insurance
82774731,71582397,House Insurance
17181947,35761604,Car Insurance
9290197,38046976,House Insurance
47718004,58396992,Health Insurance
5755848,61428911,House Insurance
66230401,21889252,House Insurance
80125262,22697101,House Insurance
88033038,45448101,Health Insurance
58052701,45115070,Car Insurance
60730023,8928530,Health Insurance
25650765,73077086,Car Insurance
58232185,14847760,Health Insurance
92166642,85458111,House Insurance
5928398,58743363,House Insurance
62551937,33747267,House Insurance
59832494,87471807,Health Insurance
48336470,76829832,Car Insurance
12164662,15966411,Car Insurance
92566802,42098133,House Insurance
69597516,89126149,Car Insurance
71964251,17017818,House Insurance
10286058,95411644,House Insurance
89439697,99672279,Car Insurance
50309343,47140902,House Insurance
80486605,17118823,Health Insurance
64552307,6799321,Car Insurance
83590004,89678890,Car Insurance
86762429,95345699,Car Insurance
61149279,78542550,Health Insurance
12209580,618792,Health Insurance
73697812,82268588,Car Insurance
15967178,4733209,Health Insurance
63395262,89515259,House Insurance
74075622,32163381,Health Insurance
65802755,88423297,House Insurance
23395600,38239097,House Insurance
24380612,92907949,Car Insurance
39603773,10784134,House Insurance
86996807,5082171,House Insurance
94736393,70560942,House Insurance
74672832,22302286,House Insurance
64638647,31069149,Car Insurance
11580776,78007519,Car Insurance
28065946,21707121,Health Insurance
56577210,15714784,Car Insurance
34502854,79591123,Health Insurance
79505607,82584292,House Insurance
5396522,61758146,Health Insurance
64288730,60131459,Health Insurance
26658367,5921811,House Insurance
91795294,26365241,Car Insurance
61871144,52315631,Car Insurance
5419761,70133102,Car Insurance
20829545,28123118,Car Insurance
13591422,94597295,Health Insurance
57060552,4552222,Car Insurance
97533665,86282886,Health Insurance
90919798,69092979,Health Insurance
83650321,66460335,House Insurance
80405735,30959691,Car Insurance
2649144,28293162,House Insurance
85670715,94569347,Car Insurance
13794974,3039872,Car Insurance
60963665,57430749,Health Insurance
83104763,15985868,House Insurance
84529247,93123919,Health Insurance
32963270,22998042,House Insurance
75990736,54227234,Health Insurance
99364270,67842239,Car Insurance
1868657,51420307,Car Insurance
25124365,50516941,Car Insurance
29450629,83961799,Health Insurance
43399755,14780774,House Insurance
50217837,19578995,Car Insurance
38485111,70574191,Health Insurance
34682816,18162106,House Insurance
98766073,55179960,House Insurance
93181865,3078668,Car Insurance
86340290,39536917,Health Insurance
49433840,20278859,House Insurance
83632469,3110522,Car Insurance
12145545,67658978,House Insurance
77346522,56765356,House Insurance
64856671,15329911,House Insurance
26697673,34084536,Car Insurance
48137701,70550214,House Insurance
98427472,42572311,House Insurance
60501390,59482997,Health Insurance
61107761,50969799,Car Insurance
32695402,66438194,Health Insurance
98098052,25686935,Health Insurance
350067,50228927,Health Insurance
29288084,77101002,Health Insurance
7602403,68913767,Health Insurance
59631648,40460498,Health Insurance
18863039,33874438,Car Insurance
26214350,90850434,Car Insurance
93652711,77363752,House Insurance
60775953,67158565,House Insurance
20961822,75486124,House Insurance
62679578,86898192,Health Insurance
99628727,33371212,Car Insurance
53374730,78117264,House Insurance
53768921,57147474,Health Insurance
76614983,86018419,House Insurance
17807066,92444246,Car Insurance
14963059,16574723,Health Insurance
67272288,9609105,House Insurance
75184280,67108631,House Insurance
13867247,67768672,Car Insurance
67229930,92708751,House Insurance
72190156,52632815,Health Insurance
2333029,79492338,Health Insurance
87941485,61948650,Car Insurance
74464988,91793905,Health Insurance
42035590,71516994,Car Insurance
39030150,61497785,Health Insurance
57343441,15535848,House Insurance
43059452,4998127,House Insurance
6257328,3141795,Car Insurance
26489066,87062609,House Insurance
5465313,16283121,House Insurance
60107417,54052938,Health Insurance
73580686,23297702,Car Insurance
48798721,88685250,Car Insurance
98307655,29242165,Health Insurance
95363402,26260493,Health Insurance
3487077,99804951,Car Insurance
23054590,78684341,Car Insurance
55942495,82923421,Health Insurance
6051944,52181664,Health Insurance
86019193,60049194,House Insurance
21170764,73308543,House Insurance
729798,94929624,House Insurance
24294995,31651967,Health Insurance
59770180,40301373,House Insurance
99063816,78807202,House Insurance
67310007,4664001,House Insurance
61361117,29639649,Car Insurance
15897125,34136271,Health Insurance
22450669,2472271,Car Insurance
66190667,50554772,Car Insurance
29932376,29044303,Car Insurance
13132492,77367480,Car Insurance
25624690,70315436,Health Insurance
7977076,2662392,House Insurance
19381243,41517829,Health Insurance
16195463,6748922,House Insurance
96193897,88908522,House Insurance
11958410,9158865,House Insurance
4837576,35586406,Health Insurance
3037847,55005259,Car Insurance
49185570,94923620,House Insurance
24057529,46177874,Health Insurance
85348867,26191231,Health Insurance
80594985,32151332,Car Insurance
45046566,91117823,Car Insurance
74665733,15498952,Car Insurance
50763746,53435566,Car Insurance
65693872,65039725,House Insurance
67074035,98475033,Car Insurance
55913247,33358480,House Insurance
12020133,52208106,Car Insurance
61520872,39581480,House Insurance
26487530,44379548,Health Insurance
51806874,29378322,Car Insurance
3975453,24165381,House Insurance
76535939,65042414,House Insurance
90180192,6118897,House Insurance
77361752,43702513,House Insurance
95231718,98450264,Health Insurance
49342620,63171366,House Insurance
18140086,97080557,House Insurance
38649002,28910890,Health Insurance
92356315,65746234,House Insurance
39353468,4846312,Car Insurance
73708161,56528984,Car Insurance
98225059,23696933,House Insurance
18391294,66407258,Health Insurance
67381620,93689013,House Insurance
38778435,5803406,Car Insurance
82500282,59390410,Health Insurance
83802063,62848486,House Insurance
4817788,84859299,Car Insurance
89316691,3334112,Car Insurance
21394310,36265819,House Insurance
74480792,83651376,Car Insurance
14454680,33034909,House Insurance
85812801,33768002,Health Insurance
94230448,46250539,Car Insurance
8313502,87586315,Health Insurance
68984175,83868797,Car Insurance
97388341,1153744,Health Insurance
91905253,41992797,Car Insurance
74211451,73293063,House Insurance
49688958,13279371,House Insurance
50531234,58208011,Car Insurance
29909009,68361640,Health Insurance
34507764,70248038,House Insurance
57863366,5239210,House Insurance
29086647,67076391,Car Insurance
26537709,21818214,Health Insurance
19197147,66176835,Health Insurance
32587184,56213565,House Insurance
11758278,11513564,Car Insurance
42010889,95792422,House Insurance
26741715,27400668,Health Insurance
23455661,18487444,House Insurance
69273383,67813736,Health Insurance
27878332,79996883,Health Insurance
98582199,11503457,Health Insurance
87504555,50285209,Health Insurance
65712308,69209627,Health Insurance
41169309,55467268,House Insurance
7300614,75778787,House Insurance
81395539,28826726,Health Insurance
8141373,55681332,Health Insurance
23661127,28296491,Health Insurance
80443427,77030060,Car Insurance
18033984,39084700,House Insurance
98929480,56241971,Car Insurance
71342501,51932591,House Insurance
56448125,75783754,House Insurance
76594973,99075153,House Insurance
16568470,55671084,Car Insurance
79382810,55930661,Car Insurance
11816409,99346935,Car Insurance
46454234,51634919,Health Insurance
33567954,27182683,Health Insurance
19448775,55782948,Health Insurance
95347458,55712533,Car Insurance
90557710,4704991,House Insurance
29344931,51353373,Health Insurance
768765,87065936,Health Insurance
50020506,20825062,House Insurance
68560964,81907419,Car Insurance
16818240,69694306,Health Insurance
84661717,38269795,Car Insurance
10887813,50278841,Health Insurance
4549153,4381068,Car Insurance
47580411,20919966,Health Insurance
26328908,67300617,House Insurance
26025787,59152820,Car Insurance
54421502,85950907,Health Insurance
54298141,96246146,House Insurance
46459668,39305273,House Insurance
77532801,72574600,Health Insurance
99745747,28378595,Health Insurance
30735139,36596220,Car Insurance
31250601,55634407,House Insurance
64626751,45853419,Car Insurance
25309946,38956925,Health Insurance
40977172,61598387,Health Insurance
51509584,97302407,Health Insurance
26403694,18649752,Car Insurance
23914580,69162649,House Insurance
14033226,41188173,Health Insurance
20860424,33593754,House Insurance
899301,69803014,Car Insurance
59931459,49388876,House Insurance
12315398,61646489,Health Insurance
92156332,62966075,House Insurance
26030502,60705479,Car Insurance
93923040,75326777,Health Insurance
16029777,93651588,Car Insurance
83522889,72432230,Car Insurance
53792590,64404176,Health Insurance
90695002,51086691,House Insurance
97551382,7067722,Health Insurance
79170602,94148736,Car Insurance
37691257,59398465,Car Insurance
66156337,98072297,Car Insurance
56722492,6072386,Health Insurance
71475671,59545486,House Insurance
95735806,28270562,Car Insurance
94218045,15927247,Car Insurance
55856503,16987769,Car Insurance
3680059,42573784,House Insurance
48889983,68935396,Car Insurance
96536944,76111768,House Insurance
62817658,19581171,Car Insurance
47884927,24858807,Car Insurance
54934774,52849760,Car Insurance
21251108,7546190,Health Insurance
34689449,66354485,House Insurance
7087149,93748077,Health Insurance
75237262,43990514,House Insurance
97323456,70750109,Car Insurance
93419298,57141405,Health Insurance
92032408,30782819,Car Insurance
33671490,89862935,Car Insurance
29144230,98103837,Car Insurance
6302308,68438794,House Insurance
49857639,32944242,House Insurance
18786086,93443225,House Insurance
19940830,18678310,Car Insurance
32272432,36807435,Health Insurance
14612232,24061293,Car Insurance
62497611,40530232,Car Insurance
13787323,15669741,House Insurance
94654896,55887049,House Insurance
96596769,49317073,Car Insurance
39274003,90949676,House Insurance
85649501,64452595,Car Insurance
66029848,95815661,Car Insurance
86439153,20549204,House Insurance
79613462,71910581,Car Insurance
93795004,26582953,Car Insurance
34239362,92083602,House Insurance
72529183,79324617,House Insurance
80564069,81536351,Health Insurance
84549965,71348030,House Insurance
88237811,64419809,House Insurance
97174142,7481736,House Insurance
39366321,81336253,Health Insurance
68906779,72256462,Car Insurance
71176709,9418407,Car Insurance
46813042,9555551,Car Insurance
56298539,95035229,House Insurance
38086842,968333,Car Insurance
36391684,54103837,House Insurance
51096030,75601580,Car Insurance
87171155,97607000,Car Insurance
50264480,10879691,House Insurance
34647583,81415848,House Insurance
84775425,88203581,Health Insurance
55992581,93996087,Car Insurance
24348606,21564231,House Insurance
79912805,13066402,Car Insurance
14454302,50395181,Health Insurance
71418512,33505208,House Insurance
92736122,78948981,Health Insurance
37672189,1794243,House Insurance
18004106,19844981,Car Insurance
98513260,20738448,Car Insurance
65313159,59549038,House Insurance
66460211,33006039,Health Insurance
66590697,94126112,Car Insurance
31351682,57756361,Car Insurance
22919627,48378606,Health Insurance
46831490,86170681,Car Insurance
35387511,23334092,Car Insurance
28322768,67994384,Health Insurance
80420861,43325551,House Insurance
63268699,27918270,House Insurance
51131715,83235343,House Insurance
21813232,72180001,Car Insurance
41365382,19230779,House Insurance
26539858,21899821,House Insurance
49902494,9606009,Health Insurance
70623913,23553711,Car Insurance
84114636,51177346,Car Insurance
49114344,27675545,Health Insurance
15330235,46087832,Car Insurance
64502252,52986725,Health Insurance
64913863,44284111,Car Insurance
73300571,97463236,Health Insurance
2595342,85718643,House Insurance
59055020,53590392,House Insurance
25879627,97657696,House Insurance
606043,45370774,Health Insurance
76423937,76512638,Car Insurance
4981667,96954882,Car Insurance
93362091,43636612,House Insurance
60172457,35984831,Health Insurance
92656285,41227820,Health Insurance
8224948,3438943,Car Insurance
374323,15351425,Car Insurance
2269742,38600305,Health Insurance
99783410,44706821,House Insurance
43878124,40260432,House Insurance
6682002,37903977,Health Insurance
88095585,1453007,Car Insurance
78995068,42566874,Health Insurance
80151868,27555885,Car Insurance
3427999,30243622,House Insurance
32050181,31040246,Car Insurance
8004098,21107584,Health Insurance
90932815,27809444,Car Insurance
38068117,31562120,Health Insurance
91655317,53102906,House Insurance
10084517,23727640,Health Insurance
94001743,20134398,House Insurance
1703627,91030916,Car Insurance
290675,46366514,House Insurance
27846922,22448413,Health Insurance
50167639,80773583,House Insurance
38922,4556494,House Insurance
19103099,87607408,House Insurance
39119366,57457471,Health Insurance
44142456,50535411,Health Insurance
97293266,99960619,Health Insurance
86379540,5062838,Car Insurance
65321727,83770717,House Insurance
66897170,26611616,House Insurance
97923447,34072613,Health Insurance
69608326,43863889,House Insurance
36762854,95555726,House Insurance
61410048,43524883,Car Insurance
50679476,7304021,Car Insurance
94910273,16279640,Health Insurance
4077979,96806825,House Insurance
69641127,52581880,Health Insurance
15071697,69998463,Car Insurance
19315250,15504018,House Insurance
28285322,56457402,Car Insurance
57233136,98814394,Car Insurance
5401217,11092711,Car Insurance
7094853,12641615,House Insurance
55911134,17838765,Car Insurance
9790369,71975376,Health Insurance
79300605,22462490,House Insurance
82747916,52967704,Health Insurance
57005983,6037102,Health Insurance
31839466,78923920,House Insurance
77549791,11437898,Car Insurance
7962980,31420978,House Insurance
35973099,63443518,Car Insurance
17023069,94620234,Health Insurance
38319697,95734635,Health Insurance
75623608,8683362,Health Insurance
97598495,91709588,Health Insurance
61154780,77871628,House Insurance
21957964,58237126,Health Insurance
41942900,96016117,House Insurance
62625516,71576689,Health Insurance
50771839,80883919,Health Insurance
1905105,55046543,Car Insurance
96536330,18934704,House Insurance
1092982,44917718,Car Insurance
58745406,4951521,House Insurance
184848,34081673,Car Insurance
98648176,15248919,Car Insurance
46643011,15230814,Car Insurance
27595292,87066958,Car Insurance
58025290,30868437,Car Insurance
23505310,40611693,Health Insurance
44492980,93280124,House Insurance
69002147,77774994,Health Insurance
73582533,54969975,Health Insurance
79000794,47493012,House Insurance
17575765,61808636,Car Insurance
97511517,69543953,House Insurance
49591059,55844123,Car Insurance
40503082,13707068,House Insurance
98473737,53320621,House Insurance
77024380,5609899,Car Insurance
68249274,81396316,Car Insurance
65753364,86970941,Health Insurance
71304958,87110773,Health Insurance
78137582,4185862,Car Insurance
5051775,24780598,House Insurance
58425613,56041701,Car Insurance
35715890,83295478,Car Insurance
15523032,97990425,Car Insurance
34478942,93842832,Health Insurance
17842175,92999832,Car Insurance
46712336,62565210,Car Insurance
86811460,91509370,House Insurance
43139665,90806863,House Insurance
50642576,74283924,Health Insurance
44595799,97839345,Health Insurance
73257518,85673867,House Insurance
75436830,34220641,Car Insurance
77795352,27280711,House Insurance
63603520,80263008,Car Insurance
87185402,81171423,Car Insurance
89206263,5599813,Car Insurance
79160507,32314671,House Insurance
48946291,66013499,House Insurance
81855906,29576749,House Insurance
40422605,38210036,Health Insurance
70366807,83603703,Health Insurance
41147843,25177871,Car Insurance
69050588,52137191,Health Insurance
31945570,86548029,Health Insurance
17975335,79309201,House Insurance
66451793,36835989,Car Insurance
72803724,65759728,Health Insurance
43074266,48127684,Health Insurance
6797888,6886190,House Insurance
41203403,67762968,House Insurance
33989710,93886131,Health Insurance
94576431,47757318,Health Insurance
64345358,90568986,Car Insurance
42394088,27159391,House Insurance
48914691,47833924,House Insurance
47664791,85002327,Health Insurance
42959754,14975412,Car Insurance
14525255,53081045,Health Insurance
84086544,98759308,House Insurance
79201,85322244,Car Insurance
50777641,41093103,Health Insurance
13669465,20838024,Health Insurance
28622077,6376157,Car Insurance
55450782,46080985,Car Insurance
90717485,50227109,Car Insurance
28132891,92712173,House Insurance
18079122,75620783,House Insurance
36872483,17549933,Car Insurance
99993015,16926811,House Insurance
73536389,40584322,Health Insurance
26723992,78322675,Health Insurance
34564466,29337744,House Insurance
11630533,65378488,Health Insurance
43365289,97692978,House Insurance
39713628,46468407,Health Insurance
33923717,27832464,Car Insurance
72985236,78421482,Car Insurance
32993778,75490481,Car Insurance
61868402,36859802,House Insurance
77419486,93714664,House Insurance
66594892,74788128,Car Insurance
35674024,75209338,Car Insurance
77741130,63948716,House Insurance
67858393,63024248,House Insurance
22326861,27883195,House Insurance
40057675,23977332,House Insurance
71658761,2040533,House Insurance
24955072,86076448,Health Insurance
14584276,32266952,House Insurance
2781483,57946666,House Insurance
86150044,291699,Health Insurance
94830705,86996884,Car Insurance
89282218,2280673,House Insurance
86056510,67339048,Health Insurance
70396031,19341807,Health Insurance
1941178,4586963,Health Insurance
37754696,97976852,House Insurance
50422419,72829771,Health Insurance
74124101,82752296,Car Insurance
83860699,54574469,Health Insurance
64693420,59294538,Health Insurance
46195363,54796206,Car Insurance
14626723,62170201,Health Insurance
54527517,68449424,House Insurance
50449125,63057391,House Insurance
39564001,64391320,Health Insurance
44772019,76104739,Car Insurance
55956750,22757047,Health Insurance
10251659,61268431,Health Insurance
729704,49693139,Health Insurance
21693262,55131095,Health Insurance
81092307,16742453,House Insurance
60586209,77394797,House Insurance
46768077,5153876,House Insurance
8652528,46435342,House Insurance
75915569,1154191,Car Insurance
3600644,67004995,Car Insurance
62686342,86083846,Car Insurance
83154571,89598521,Car Insurance
3097503,37956883,House Insurance
21046461,54323916,Car Insurance
16712732,45776390,Health Insurance
5370444,43650999,House Insurance
45716702,92622847,House Insurance
28935563,83227258,House Insurance
